seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,Rk,Tm,2023-24,2024-25,2025-26,2026-27,2027-28,2028-29,Guaranteed
31183,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,TOT,40,791.0,9.9,0.562,0.0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,244,MEM,"$5,754,488",,,,,,"$5,000,000"
31183,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,TOT,40,791.0,9.9,0.562,0.0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,472,OKC,"$5,754,488",,,,,,"$754,488"
31184,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,MEM,30,718.0,10.0,0.56,0.0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2,244,MEM,"$5,754,488",,,,,,"$5,000,000"
31184,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,MEM,30,718.0,10.0,0.56,0.0,0.387,8.3,21.3,14.5,10.1,0.7,4.4,21.4,10.6,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2,472,OKC,"$5,754,488",,,,,,"$754,488"
31185,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,OKC,10,73.0,8.9,0.58,0.0,0.667,7.9,19.1,13.7,3.3,0.7,3.8,20.5,11.6,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1,244,MEM,"$5,754,488",,,,,,"$5,000,000"
31185,2024,3984,Bismack Biyombo,,C,31.0,13,NBA,OKC,10,73.0,8.9,0.58,0.0,0.667,7.9,19.1,13.7,3.3,0.7,3.8,20.5,11.6,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1,472,OKC,"$5,754,488",,,,,,"$754,488"
31186,2024,5031,Blake Wesley,,SG,20.0,2,NBA,SAS,61,876.0,10.1,0.537,0.256,0.363,2.2,9.5,5.8,25.3,1.6,0.9,18.1,14.7,0.3,0.6,0.9,0.05,-4.0,0.1,-4.0,-0.4,335,SAS,"$2,504,640","$2,624,280","$4,726,328",,,,"$5,128,920"
31187,2024,4306,Boban Marjanović,,C,35.0,9,NBA,HOU,14,71.0,21.1,0.56,0.059,0.412,10.5,38.2,24.2,13.9,0.7,2.6,11.1,27.0,0.1,0.1,0.2,0.128,0.2,-0.5,-0.3,0.0,406,HOU,"$2,019,706",,,,,,
31188,2024,4307,Bobby Portis,,PF,28.0,9,NBA,MIL,82,2008.0,17.5,0.581,0.268,0.135,7.9,24.8,16.6,7.8,1.6,1.4,8.6,22.9,2.1,2.6,4.7,0.112,0.0,-0.8,-0.8,0.6,134,MIL,"$11,710,818","$12,578,286","$13,445,754",,,,"$24,289,104"
31189,2024,4475,Bogdan Bogdanović,,SG,31.0,7,NBA,ATL,79,2401.0,14.7,0.569,0.583,0.149,2.3,10.3,6.2,14.9,1.9,1.0,8.7,22.3,2.8,1.2,3.9,0.079,0.9,-0.7,0.2,1.4,83,ATL,"$18,700,000","$17,260,000","$16,020,000","$16,020,000",,,"$51,980,000"
31190,2024,4224,Bojan Bogdanović,,SF-PF,34.0,10,NBA,TOT,57,1478.0,12.6,0.581,0.49,0.219,1.6,10.0,5.7,10.3,1.0,0.3,11.9,24.6,0.3,0.7,1.1,0.034,-0.7,-2.5,-3.2,-0.4,77,NYK,"$20,000,000","$19,032,850",,,,,"$20,000,000"
31191,2024,4224,Bojan Bogdanović,,PF,34.0,10,NBA,DET,28,921.0,14.1,0.6,0.487,0.245,1.5,10.0,5.7,12.2,1.2,0.4,11.8,24.7,0.5,0.3,0.8,0.042,0.3,-2.5,-2.1,0.0,77,NYK,"$20,000,000","$19,032,850",,,,,"$20,000,000"
31192,2024,4224,Bojan Bogdanović,,SF,34.0,10,NBA,NYK,29,557.0,10.1,0.549,0.496,0.176,1.8,9.9,5.8,7.1,0.6,0.2,12.1,24.3,-0.2,0.4,0.2,0.021,-2.4,-2.5,-4.9,-0.4,77,NYK,"$20,000,000","$19,032,850",,,,,"$20,000,000"
31193,2024,4692,Bol Bol,,PF,24.0,5,NBA,PHO,43,469.0,18.7,0.7,0.344,0.126,8.1,24.1,16.5,5.3,1.0,4.7,10.7,16.5,1.0,0.7,1.6,0.168,1.4,0.8,2.1,0.5,377,PHO,"$2,019,706",,,,,,"$2,019,706"
31194,2024,4908,Bones Hyland,,PG,23.0,3,NBA,LAC,37,540.0,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,0.003,-2.8,-0.8,-3.6,-0.2,354,LAC,"$2,306,400","$4,158,439",,,,,"$6,464,839"
31195,2024,4072,Bradley Beal,,SG,30.0,12,NBA,PHO,53,1767.0,16.3,0.607,0.32,0.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,6,PHO,"$46,741,590","$50,203,930","$53,666,270","$57,128,610",,,"$150,611,790"
31196,2024,5120,Brandin Podziemski,,SG,20.0,1,NBA,GSW,74,1968.0,13.0,0.54,0.392,0.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,295,GSW,"$3,352,440","$3,519,960","$3,687,960","$5,679,459",,,"$6,872,400"
31197,2024,4909,Brandon Boston Jr.,,SF,22.0,3,NBA,LAC,32,345.0,8.7,0.476,0.323,0.205,6.4,10.4,8.5,5.4,1.6,2.1,12.0,25.4,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9.0,-0.6,433,LAC,"$1,836,096",,,,,,"$1,836,096"
31198,2024,4693,Brandon Clarke,,PF,27.0,5,NBA,MEM,6,134.0,18.9,0.548,0.102,0.119,10.2,16.2,13.1,12.2,1.8,4.2,4.6,20.8,0.1,0.2,0.3,0.108,0.7,0.3,1.0,0.1,121,MEM,"$12,500,000","$12,500,000","$12,500,000","$12,500,000",,,"$50,000,000"
31199,2024,4379,Brandon Ingram,,SF,26.0,8,NBA,NOP,64,2103.0,18.2,0.578,0.238,0.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,2.7,2.4,5.1,0.117,1.4,-0.3,1.2,1.7,32,NOP,"$33,833,400","$36,016,200",,,,,"$69,849,600"
31200,2024,5121,Brandon Miller,,SF,21.0,1,NBA,CHO,74,2383.0,13.0,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,149,CHO,"$10,880,400","$11,424,600","$11,968,800","$15,104,626",,,"$22,305,000"
31203,2024,5122,Brice Sensabaugh,,SF,20.0,1,NBA,UTA,32,584.0,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,338,UTA,"$2,448,600","$2,571,480","$2,693,760","$4,862,237",,,"$5,020,080"
31204,2024,3801,Brook Lopez,,C,35.0,16,NBA,MIL,79,2411.0,14.8,0.608,0.535,0.177,5.4,13.0,9.3,7.1,0.9,6.7,8.8,16.0,3.1,2.8,5.9,0.117,0.2,0.8,1.0,1.8,57,MIL,"$25,000,000","$23,000,000",,,,,"$48,000,000"
31205,2024,4594,Bruce Brown,,PG-SG,27.0,6,NBA,TOT,67,1866.0,11.6,0.563,0.282,0.244,3.1,14.0,8.5,13.2,1.5,0.8,11.8,16.5,1.2,1.0,2.2,0.058,-2.4,-1.0,-3.3,-0.6,68,TOR,"$22,000,000","$23,000,000",,,,,"$22,000,000"
31206,2024,4594,Bruce Brown,,SG,27.0,6,NBA,IND,33,981.0,12.2,0.568,0.322,0.261,2.9,14.9,8.9,12.3,1.7,0.6,10.5,16.7,0.9,0.6,1.5,0.074,-1.7,-0.5,-2.3,-0.1,68,TOR,"$22,000,000","$23,000,000",,,,,"$22,000,000"
31207,2024,4594,Bruce Brown,,PG,27.0,6,NBA,TOR,34,885.0,10.9,0.557,0.235,0.224,3.4,12.9,8.1,14.3,1.3,0.9,13.3,16.4,0.3,0.4,0.7,0.04,-3.1,-1.4,-4.5,-0.5,68,TOR,"$22,000,000","$23,000,000",,,,,"$22,000,000"
31208,2024,4695,Bruno Fernando,,C,25.0,5,NBA,ATL,45,682.0,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,330,ATL,"$2,581,522","$2,717,391","$2,853,260",,,,
31209,2024,5032,Bryce McGowens,,SG,21.0,2,NBA,CHO,59,882.0,9.3,0.565,0.443,0.37,2.1,11.2,6.5,8.1,1.2,1.1,10.1,14.9,0.4,0.3,0.6,0.034,-3.7,-1.1,-4.9,-0.6,453,CHO,"$1,719,864","$2,019,699","$2,187,451",,,,"$1,719,864"
31211,2024,4382,Buddy Hield,,SF-SG,31.0,8,NBA,TOT,84,2160.0,13.3,0.578,0.668,0.069,3.1,10.9,7.0,14.5,1.6,1.6,10.5,19.2,1.9,1.6,3.5,0.077,1.0,-0.6,0.4,1.3,80,PHI,"$19,279,841",,,,,,"$19,279,841"
31212,2024,4382,Buddy Hield,,SF,31.0,8,NBA,IND,52,1336.0,13.1,0.586,0.691,0.064,2.9,11.3,7.1,12.9,1.5,1.8,10.4,18.6,1.2,0.8,2.0,0.07,1.0,-0.8,0.2,0.7,80,PHI,"$19,279,841",,,,,,"$19,279,841"
31213,2024,4382,Buddy Hield,,SG,31.0,8,NBA,PHI,32,824.0,13.6,0.566,0.634,0.078,3.6,10.2,6.8,17.1,1.6,1.2,10.6,20.2,0.7,0.8,1.5,0.088,1.0,-0.3,0.8,0.6,80,PHI,"$19,279,841",,,,,,"$19,279,841"
31214,2024,4154,CJ McCollum,,PG,32.0,11,NBA,NOP,66,2159.0,17.9,0.592,0.528,0.132,2.0,12.6,7.4,21.4,1.4,1.9,9.0,24.7,3.5,2.4,5.9,0.132,3.3,-0.3,3.1,2.8,27,NOP,"$35,802,469","$33,333,333","$30,666,666",,,,"$99,802,468"
31215,2024,4912,Cade Cunningham,,PG,22.0,3,NBA,DET,62,2074.0,17.1,0.546,0.287,0.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,140,DET,"$11,055,360","$13,940,809",,,,,"$24,996,169"
31216,2024,5034,Caleb Houstan,,SF,21.0,2,NBA,ORL,59,815.0,8.3,0.582,0.937,0.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0.0,411,ORL,"$2,000,000","$2,019,699","$2,187,699",,,,"$2,000,000"
31217,2024,4696,Caleb Martin,,SF,28.0,5,NBA,MIA,64,1756.0,10.8,0.531,0.415,0.177,4.7,13.5,9.1,11.8,1.3,1.6,11.3,17.3,0.2,2.2,2.4,0.066,-2.2,0.2,-2.0,0.0,204,MIA,"$6,802,950","$7,126,900",,,,,"$13,929,850"
31218,2024,4697,Cam Reddish,,SF,24.0,5,NBA,LAL,48,984.0,7.7,0.504,0.47,0.231,3.2,7.7,5.6,6.0,2.3,1.2,10.7,12.7,-0.3,0.9,0.6,0.03,-4.0,0.8,-3.2,-0.3,364,LAL,"$2,165,000","$2,463,946",,,,,"$2,165,000"
31219,2024,4913,Cam Thomas,,SG,22.0,3,NBA,BRK,66,2075.0,16.1,0.554,0.333,0.281,1.4,10.1,5.6,15.7,1.1,0.7,8.5,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,357,BRK,"$2,240,160","$4,041,249",,,,,"$2,240,160"
31220,2024,5123,Cam Whitmore,,SF,19.0,1,NBA,HOU,47,880.0,16.6,0.561,0.471,0.24,5.3,16.7,11.0,6.0,1.7,1.8,8.2,27.1,0.4,1.1,1.5,0.082,1.0,-0.9,0.1,0.5,297,HOU,"$3,218,160","$3,379,080","$3,539,760","$5,458,310",,,"$6,597,240"
31221,2024,4698,Cameron Johnson,,PF,27.0,5,NBA,BRK,58,1599.0,14.5,0.582,0.57,0.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,2.0,1.3,3.3,0.1,0.9,-0.5,0.4,1.0,54,BRK,"$25,679,348","$23,625,000","$21,570,652","$23,625,000",,,"$94,500,000"
31222,2024,4311,Cameron Payne,,PG,29.0,9,NBA,TOT,78,1304.0,12.8,0.566,0.555,0.139,1.8,8.1,4.9,21.9,1.6,0.8,11.4,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,211,SAS,"$8,519,706",,,,,,"$6,500,000"
31222,2024,4311,Cameron Payne,,PG,29.0,9,NBA,TOT,78,1304.0,12.8,0.566,0.555,0.139,1.8,8.1,4.9,21.9,1.6,0.8,11.4,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,379,PHI,"$8,519,706",,,,,,"$2,019,706"
31223,2024,4311,Cameron Payne,,PG,29.0,9,NBA,MIL,47,702.0,12.6,0.603,0.59,0.198,0.8,8.7,4.8,20.7,1.5,0.4,11.4,16.7,1.1,0.5,1.6,0.108,-1.0,-0.5,-1.5,0.1,211,SAS,"$8,519,706",,,,,,"$6,500,000"
31223,2024,4311,Cameron Payne,,PG,29.0,9,NBA,MIL,47,702.0,12.6,0.603,0.59,0.198,0.8,8.7,4.8,20.7,1.5,0.4,11.4,16.7,1.1,0.5,1.6,0.108,-1.0,-0.5,-1.5,0.1,379,PHI,"$8,519,706",,,,,,"$2,019,706"
31224,2024,4311,Cameron Payne,,PG,29.0,9,NBA,PHI,31,602.0,13.0,0.533,0.525,0.089,2.9,7.3,5.0,23.4,1.6,1.2,11.5,21.8,0.3,0.5,0.8,0.067,0.0,-0.8,-0.7,0.2,211,SAS,"$8,519,706",,,,,,"$6,500,000"
31224,2024,4311,Cameron Payne,,PG,29.0,9,NBA,PHI,31,602.0,13.0,0.533,0.525,0.089,2.9,7.3,5.0,23.4,1.6,1.2,11.5,21.8,0.3,0.5,0.8,0.067,0.0,-0.8,-0.7,0.2,379,PHI,"$8,519,706",,,,,,"$2,019,706"
31225,2024,4383,Caris LeVert,,SG,29.0,8,NBA,CLE,68,1958.0,14.6,0.524,0.405,0.245,2.3,13.7,8.0,25.7,1.9,1.6,11.4,23.1,1.0,2.6,3.6,0.088,-0.6,0.8,0.2,1.1,107,CLE,"$15,384,616","$16,615,384",,,,,"$32,000,000"
31226,2024,5124,Cason Wallace,,SG,20.0,1,NBA,OKC,82,1692.0,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,235,OKC,"$5,291,400","$5,555,880","$5,820,240","$7,420,806",,,"$10,847,280"
31227,2024,4479,Cedi Osman,,SF,28.0,7,NBA,SAS,72,1269.0,11.2,0.601,0.576,0.135,2.1,13.3,7.7,13.0,1.3,0.7,10.4,15.1,1.0,0.9,1.9,0.071,-1.7,-0.3,-2.1,0.0,208,SAS,"$6,718,842",,,,,,"$6,718,842"
31228,2024,4917,Charles Bassey,,C,23.0,3,NBA,SAS,19,205.0,17.7,0.739,0.025,0.15,12.0,28.2,20.0,14.1,1.9,6.9,26.0,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,326,SAS,"$2,600,000","$2,500,000","$2,500,000",,,,"$2,600,000"
